nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown,yr,ghat,hhat
21000,-9000,21354,33,109608,4,18,0,1,1,0,0,0,1,-9000,1402.494785809139,.5793045361723307
6699,38479,131479,44,114360,3,13,1,1,1,1,1,0,1,32582.80157883788,1738.368905247235,.7420030343624116
200,-14800,-11300,44,15513,4,15,0,1,1,0,0,0,0,-14800,-4487.307093861989,.1676178097726585
13600,113600,178600,47,52110,2,16,0,1,1,1,1,1,1,107703.8015788379,47195.92478891792,.4843782916628365
0,-6000,-5500,42,16338,4,12,0,0,0,0,0,0,0,-6000,-2526.695744489722,.1735375153509877
225,225,225,41,39630,3,13,0,1,1,0,0,0,0,225,-3298.177537010778,.3621976252133809
200,-1305,56150,33,32010,4,13,0,1,1,0,0,0,1,-1305,-3024.260579559657,.3243562570389227
24025,30725,39191,48,34701,2,18,0,0,0,1,1,1,1,24828.80157883788,40843.77907435772,.3663163028795762
525,-3175,21825,43,56133,4,14,0,1,1,0,0,0,1,-3175,3840.531196372848,.4446579225027206
1714,18027,120605,44,52893,2,18,0,0,0,1,1,1,1,12130.80157883788,50033.27079432889,.4677987019195598
61323,65323,114323,41,50400,4,16,1,1,1,1,1,1,1,59426.80157883788,30224.35748536974,.6838097383821558
0,-31500,16000,59,63261,3,12,1,1,1,1,1,0,1,-37396.19842116212,18019.93693161881,.665811224985558
17300,18300,81750,40,32457,1,17,1,0,0,0,0,1,1,18300,30449.6615405509,.570499513180966
250,-5750,5250,57,35418,5,13,0,1,0,0,0,0,1,-5750,11766.52147417798,.3364747662011485
1455,-7545,-6795,27,26940,1,18,0,0,0,0,0,0,0,-7545,371.0399485716653,.2788344128191428
18,-2382,-1882,37,37662,11,12,0,1,1,0,0,0,0,-2382,-4557.766427415333,.3245870466097456
900,900,900,38,16110,6,12,0,0,0,0,0,0,0,900,-2795.160287767449,.1489101255281909
1250,-2650,34750,36,15639,7,12,0,1,0,0,0,0,0,-2650,-2795.160287767449,.1327801913409942
0,-2100,17900,46,6075,4,10,0,1,0,0,0,0,1,-2100,-450.5847630385056,.0511511169398176
11000,81550,181550,38,89388,2,16,1,1,1,1,1,0,1,75653.80157883788,19811.15390726777,.7133416932558099
1260,-290,5610,30,48363,4,17,0,1,1,1,1,0,1,-6186.198421162124,-2265.957369508194,.4717487386458471
31050,21050,48967,37,47109,3,13,0,1,1,0,0,0,1,21050,406.4464192423763,.4480891025444472
1560,-4140,-3140,38,13668,3,13,0,0,0,1,1,0,0,-10036.19842116212,-1658.45730518255,.1800077178759868
0,-4108,20892,44,13728,5,12,1,1,1,0,0,0,1,-4108,-2891.100217936559,.4602218748237654
0,0,8461,36,15600,3,14,0,0,0,0,0,0,0,0,-1658.45730518255,.1577283420157266
149100,184100,464100,61,97044,2,16,0,1,0,0,0,1,1,184100,121853.0245264605,.4477460999010288
0,0,0,59,10422,6,12,0,1,0,0,0,0,0,0,328.0703989754998,.0914319423931492
600,-1700,5300,37,32964,4,12,1,1,1,0,0,0,0,-1700,-4317.104179623333,.5520668400944841
4500,2900,2900,29,29670,3,16,1,1,1,0,0,0,0,2900,-4809.368615351317,.5490600951823342
8,-739,9261,33,8415,3,12,0,0,0,1,1,0,1,-6635.198421162124,-669.5645446438543,.0740738297733388
1000,-523,2477,31,15300,4,12,1,0,0,0,0,0,1,-523,-1877.500415955224,.4158325631461221
45,-4095,38755,41,19413,4,12,0,0,0,0,0,0,1,-4095,-317.6079135083413,.2087318147495822
0,-500,1207,52,21600,1,17,1,0,0,0,0,0,0,-500,776.3320378916791,.4282587604551257
18048,81348,82348,34,88770,4,16,1,1,1,1,1,0,1,75451.80157883788,8969.082208917564,.7419056306259337
55,55,55,34,10767,2,10,0,1,0,0,0,0,0,55,-2183.235582133951,.0707221078419891
3000,3000,8333,32,13140,2,12,0,0,0,0,0,0,0,3000,-2148.901854914851,.083407053286221
10000,71000,681000,59,38418,2,12,0,1,0,1,1,1,1,65103.80157883788,54491.79607655846,.4135011520937713
328,-2172,93828,39,60594,4,16,0,1,1,0,0,0,1,-2172,8566.347994903848,.508289812699769
40400,42400,224000,39,74814,4,12,1,1,1,1,1,0,1,36503.80157883788,17909.23752102262,.6716714061698811
59,59,509,47,8019,1,12,0,0,0,0,0,0,0,59,-257.8880994710125,.0505430322401045
2400,13400,19700,45,32973,1,17,1,0,0,1,1,0,0,7503.801578837876,2233.014208058731,.5518205684900682
0,0,500,28,21600,2,15,0,0,0,0,0,0,0,0,-2148.901854914851,.1713811149708321
11000,12000,67000,42,91776,5,14,1,1,1,1,1,0,1,6103.801578837876,18798.50486320822,.6969289472466069
0,0,750,57,23280,1,12,1,0,0,0,0,0,0,0,3416.795712835835,.4989770851341194
20000,49043,124868,64,27000,1,16,1,0,0,1,0,1,1,43146.80157883788,61082.87033219982,.4511299479941528
11449,15349,95349,47,30435,7,8,0,1,0,0,0,0,1,15349,1357.214674920324,.2879819579591605
0,0,60500,42,8937,8,11,0,0,0,0,0,0,1,0,-1178.315632425593,.1038531292123956
5100,80020,190520,46,99372,5,12,0,1,0,1,1,1,1,74123.80157883788,89895.7447159338,.5160834040623898
0,0,0,33,24993,1,14,1,0,0,0,0,0,0,0,-1534.481038975831,.530498790924619
11400,13900,75400,47,47496,3,13,1,1,1,0,0,1,1,13900,36901.41598995127,.6351436468525528
2100,-2400,9600,48,25692,5,8,0,1,1,0,0,0,1,-2400,-1451.627468890116,.2597107615972008
1060,-12946,-5521,27,45750,2,12,0,1,1,0,0,0,1,-12946,-577.4047637560788,.4084021984897127
0,0,0,45,2400,3,12,0,1,0,0,0,0,0,0,-613.2985545824664,.0465065518141113
32,-727,23593,28,8679,3,12,0,1,0,1,1,0,1,-6623.198421162124,-669.5645446438543,.056539855893008
1500,1500,7443,50,57132,2,13,0,0,0,0,0,0,0,1500,21742.5648169718,.3737176120700938
7499,7499,95374,54,19170,4,12,1,0,0,0,0,0,1,7499,2241.970691429205,.4222260952006529
99,99,99,50,25251,4,11,0,1,0,0,0,0,1,99,3951.558058892225,.2539704257586736
2000,2000,3666,38,20478,3,12,0,0,0,0,0,0,0,2000,-1658.45730518255,.1989585919874803
36169,105799,274799,39,101637,4,16,0,1,0,1,1,1,1,99902.80157883788,109919.108128306,.5998709712296474
500,500,500,49,20430,1,13,0,0,0,0,0,0,0,500,424.0665523142527,.195756996071034
83100,130812,200812,59,45519,2,12,0,1,1,0,0,1,1,130812,51706.25083750362,.4182229484722048
11905,74972,341775,41,86847,5,16,0,1,1,1,1,1,1,69075.80157883788,59161.56040177011,.5893080915446572
1900,200,11200,33,37146,4,14,0,1,1,0,0,0,1,200,-3205.615345553456,.4106237351092838
50,-12276,-2442,39,22956,4,12,0,1,1,0,0,0,1,-12276,-2313.96585535982,.244893811705427
20,-2140,-2140,29,22440,3,12,0,1,0,0,0,0,0,-2140,-2550.519193265717,.1680835069145527
13000,26000,96999,42,54456,3,12,0,1,1,1,1,1,1,20103.80157883788,35701.77532739743,.5038162245717456
73800,150640,150840,52,30930,5,18,1,1,1,1,1,0,1,144743.8015788379,5304.253085892277,.4531917339953577
19,19,19,34,11091,4,10,0,0,0,0,0,0,0,19,-3453.091359791991,.0648972173107959
200,-250,77750,47,41670,6,10,0,1,0,0,0,0,1,-250,6501.526514883758,.4471561984736278
3368,2930,27430,38,40290,4,12,0,1,1,1,0,0,1,-2966.198421162124,-2017.745244400138,.4654692347820112
0,-14000,67000,54,25500,1,12,0,0,0,1,0,0,1,-19896.19842116212,11751.52816159775,.2783459937556101
60000,63000,83000,27,15660,3,12,0,1,0,0,0,1,1,63000,12243.31217194146,.1426642883468515
2000,3400,30400,36,42330,5,12,0,1,1,0,0,1,1,3400,15875.37443280963,.4755479705804418
500,-4400,-4300,25,21879,1,16,0,0,0,0,0,0,0,-4400,-2148.901854914851,.1510767215844558
1800,500,111500,46,36003,2,9,1,1,1,1,0,0,1,-5396.198421162124,1219.136541284345,.6485688416861748
433,-1822,4878,30,35550,4,12,0,1,0,0,0,0,1,-1822,1435.870168451844,.3657605013389052
1953,1853,5203,36,27741,1,18,1,0,0,0,0,0,1,1853,6452.334859060957,.5144177323370647
750,2475,4675,30,13503,2,12,1,0,0,1,1,0,1,-3421.198421162124,-607.6446382971834,.4495168032510319
8699,8699,83699,35,9933,2,12,1,1,1,0,0,0,1,8699,-1700.981347783825,.433279496538153
1350,950,950,30,27927,4,12,0,1,1,1,1,0,0,-4946.198421162124,-5362.580129238648,.2446187834783291
100,-700,56300,36,20280,5,10,0,1,1,0,0,0,1,-700,-3143.645961571888,.2076462520705938
50,-1950,16925,39,24015,3,15,1,0,0,1,0,0,1,-7846.198421162124,531.3174450472884,.4964264514571834
39609,60459,115259,37,41031,2,18,0,1,0,1,1,1,1,54562.80157883788,39580.62733375797,.4648588403851965
500,-1600,-1600,36,36000,4,12,0,1,0,0,0,0,1,-1600,2656.065238894529,.4022347863610837
2800,2800,67800,44,45744,5,12,0,1,1,1,0,0,1,-3096.198421162124,-1442.043463212323,.4916512447199546
599,599,90599,60,38949,2,12,0,1,0,0,0,0,1,599,18176.66717522701,.3980468791460848
1000,-1000,27000,49,36720,2,16,0,1,0,0,0,0,1,-1000,11878.80633113578,.4117500227131465
100,1075,2444,59,18468,1,12,0,0,0,1,1,0,0,-4821.198421162124,3756.493144840031,.1735616010388197
48499,150499,261999,53,45270,2,12,0,1,0,1,1,1,1,144602.8015788379,65634.4399355106,.4641516125406074
1000,1000,27500,35,24150,2,12,0,1,0,0,0,0,1,1000,1219.937692330239,.2909281589188531
20,20,2520,32,12243,1,12,0,0,0,0,0,0,0,20,-2148.901854914851,.0877309376677196
40257,107257,204257,44,102189,2,12,1,1,1,1,1,1,1,101360.8015788379,87147.18621981442,.751945618259598
0,-2880,120,32,9033,4,12,0,1,1,0,0,0,0,-2880,-5379.368981945157,.0444506169116973
400,400,39975,56,14310,6,12,0,0,0,0,0,0,1,400,958.4983497945329,.1467119810454828
0,0,1500,28,6984,3,12,0,0,0,0,0,0,0,0,-2550.519193265717,.019176337388995
600,-9400,20200,38,36648,4,12,0,1,1,0,0,0,1,-9400,-2038.114798182882,.4252988885419069
88,-2586,28414,38,33606,7,12,0,1,0,1,0,0,1,-8482.198421162124,654.3565978162064,.3597009889590856
0,-700,-25,28,23382,1,16,0,0,0,0,0,0,0,-700,-2148.901854914851,.2447163423994152
12999,12999,25649,35,16140,1,12,0,0,0,0,0,0,1,12999,952.2478641496987,.1793263931753757
200,-4800,38483,47,16818,8,14,0,0,0,0,0,0,1,-4800,1365.699726924635,.2227485920999236
50,50,50,29,17850,7,3,0,1,1,0,0,0,1,50,-4208.899040333966,.1415455536681711
8000,8000,8500,49,50232,1,12,1,0,0,1,1,0,0,2103.801578837876,12651.68657708852,.6347866977976667
5049,5049,5049,46,14196,1,16,0,0,0,0,0,0,0,5049,-1000.942095150915,.1130298581273055
52375,92375,214725,57,26142,1,12,0,0,0,1,1,1,1,86478.80157883788,47286.68754825263,.2390473712841902
11,-6569,26831,25,14484,4,11,0,1,0,0,0,0,1,-6569,-1944.07655520476,.0887688145557455
9499,15899,20565,38,20796,1,14,1,0,0,1,1,1,0,10002.80157883788,19276.96256639109,.4986705922767284
10,-1490,3510,26,11460,4,9,0,1,1,0,0,0,0,-1490,-5413.702709164257,.0344397270599308
25,-5975,33025,44,36870,4,14,0,1,0,1,0,0,1,-11871.19842116212,2708.759761966641,.4375001374242388
14198,14098,99998,50,32232,1,18,1,0,0,0,0,0,1,14098,12249.85248546171,.4964475432872753
81340,161940,461940,47,59736,4,15,1,1,1,1,1,1,1,156043.8015788379,50635.99514851204,.7010030921603621
40,-960,-535,33,19200,6,6,0,1,0,0,0,0,0,-960,-3721.555903069718,.1205965914191173
30050,14900,22925,40,40440,1,16,0,0,0,1,0,0,0,9003.801578837876,3366.432469101413,.3643714659627374
9000,1600,77543,51,25500,2,12,0,0,0,1,0,0,1,-4296.198421162124,7279.774966429481,.2740221093741115
5300,5300,15666,40,36000,2,13,1,0,0,0,0,0,1,5300,4480.938484294571,.588959576550475
410,-6590,187710,44,9474,5,12,0,1,0,0,0,0,1,-6590,-555.0448440808839,.1594528570379478
5599,3599,3599,42,55740,5,13,0,1,1,0,0,0,0,3599,-7075.036924566555,.369023509556583
0,0,30000,58,9744,3,4,1,1,0,1,0,0,1,-5896.198421162124,4096.625835259203,.3354915492039569
100,-2200,72800,35,18576,5,11,0,1,0,0,0,0,1,-2200,-1147.288019720409,.1969780199353352
400,1400,27400,37,6765,4,14,0,1,1,1,1,0,1,-4496.198421162124,-2261.271332287708,.0809821068941557
14999,-10001,54499,48,32880,2,18,1,0,0,0,0,0,1,-10001,10001.81949222011,.4641578103961991
4800,4200,4550,28,11616,1,11,0,0,0,0,0,0,0,4200,-2183.235582133951,.0357302783820091
600,-400,8879,34,28050,1,12,0,0,0,0,0,0,0,-400,-429.0235466501618,.2871541068084657
540,640,1640,27,19143,2,12,0,0,0,1,1,0,0,-5256.198421162124,-2148.901854914851,.1678767986221173
1000,1000,1500,34,11730,2,9,1,0,0,0,0,0,1,1000,-1013.918209550915,.3597276623509185
600,600,600,30,7884,2,8,0,0,0,0,0,0,0,600,-2183.235582133951,-.0137271087599189
205698,259198,283773,39,100287,1,18,1,0,0,1,1,1,0,253301.8015788379,72403.96215826113,.5599841612926607
100,-200,22800,37,19644,3,14,1,0,0,1,0,0,1,-6096.198421162124,263.6276168667479,.4397663518277572
0,0,40000,52,945,2,8,0,0,0,0,0,0,1,0,2732.874125237731,.0252065802404027
2500,6200,356200,49,134490,5,18,1,1,1,0,0,1,1,6200,112904.8270379525,.5950424566799488
8000,15000,49500,33,50751,4,16,0,1,0,0,0,1,1,15000,29822.49180433897,.4893464285615146
14178,14178,14178,32,24396,4,6,0,1,0,0,0,0,0,14178,-3185.401531611451,.1435187050725167
0,1000,79000,41,20400,2,15,1,0,0,1,1,0,1,-4896.198421162124,665.2449552176143,.4827650941469632
600,-1400,7338,32,32064,1,12,0,0,0,0,0,0,0,-1400,64.08794688617941,.2816353281505404
1500,-4500,44500,49,32064,3,16,0,1,0,0,0,0,1,-4500,8697.517132859381,.3100166206997344
1000,-3000,2000,34,46053,4,12,0,1,1,0,0,0,1,-3000,-2424.801603082467,.4710684347312621
28000,23000,55350,51,16800,1,16,0,0,0,0,0,0,1,23000,7341.717263155521,.167576376123707
975,-8225,2575,35,21132,1,18,0,0,0,0,0,0,1,-8225,5072.153982800462,.1725347132969871
35499,125199,185199,56,57984,2,16,1,1,1,0,0,1,1,125199,63663.01675374153,.6897298862829315
1000,1700,22700,41,45810,4,14,0,1,1,0,0,1,1,1700,25594.62657875733,.4599121529848576
9999,4299,23299,55,36600,2,14,0,1,0,0,0,0,0,4299,10729.24019341728,.3376401636359996
0,0,0,36,2310,1,12,0,0,0,0,0,0,0,0,-1256.839966831684,.0567250441477827
523,523,6723,60,7437,2,12,0,0,0,0,0,0,1,523,6946.956100536449,.0309212501280976
1200,3300,88300,34,26991,4,13,0,1,1,0,0,1,1,3300,12068.2834834902,.3149987071384432
6900,9050,47850,55,37242,3,1,1,1,1,1,1,1,1,3153.801578837876,54511.55716149192,.6156015084590964
200,200,950,41,10200,2,12,0,0,0,0,0,0,0,200,-1256.839966831684,.1036993324765592
0,-5000,4000,28,20940,4,12,0,1,1,0,0,0,0,-5000,-5379.368981945157,.1680835069145527
0,-557,6743,36,24060,5,12,0,1,0,0,0,0,0,-557,-2496.442846881725,.2569244120022724
400,100,13400,63,16536,3,9,0,1,0,0,0,0,1,100,3992.453317717973,.0791805173841706
1177,-9123,68377,43,47457,4,13,0,1,0,0,0,0,1,-9123,9876.171452245899,.4743692207610357
318,6457,134200,44,88074,4,18,1,1,1,1,0,1,1,560.8015788378761,59859.36339556029,.6601405292111963
0,-300,28200,55,10800,3,12,0,0,0,0,0,0,1,-300,3449.906562740573,.1070553431131988
1550,-7450,63550,57,23394,1,9,1,0,0,0,0,0,1,-7450,5033.640368177692,.4415965897432916
28000,42000,120000,59,105783,2,12,0,1,0,0,0,1,1,42000,125061.8742335862,.3682929024879061
0,0,16000,44,18600,5,9,0,1,0,0,0,0,1,0,-1147.288019720409,.2263196654288655
236498,371901,615234,50,107301,3,14,1,1,1,1,1,1,1,366004.8015788379,99574.87927743222,.7370187837450086
2932,-2168,2732,29,29994,4,12,0,1,1,0,0,0,0,-2168,-5362.580129238648,.2721090198869663
600,600,775,32,62700,2,13,0,0,0,0,0,0,0,600,9504.497459401557,.4142707941161786
78300,105070,531445,53,20661,5,12,1,0,0,0,0,1,1,105070,29483.28759439429,.4470538516147176
23749,21149,182701,40,39201,1,12,0,0,0,0,0,1,1,21149,35460.7212151072,.4593354166447359
12399,12414,29514,36,59112,5,12,1,1,1,1,1,0,1,6517.801578837876,4669.371008898172,.7187514961170581
16699,22499,22499,53,28896,3,9,0,1,1,1,1,0,1,16602.80157883788,3325.759950444814,.2768615180035982
3000,2500,22500,39,57330,4,12,0,1,1,1,0,0,1,-3396.198421162124,3787.836673300737,.6351704766423355
0,1000,1000,40,14040,2,12,1,0,0,1,1,0,0,-4896.198421162124,-1596.537398835879,.427772708943901
136400,234200,439200,54,92046,3,12,1,1,1,1,1,1,1,228303.8015788379,90051.79066657636,.7156181238043231
15200,77200,92200,47,90450,2,12,1,1,1,1,1,1,1,71303.80157883788,78343.08472962423,.7166266599667547
7400,17265,39265,28,70323,2,17,0,1,1,0,0,1,1,17265,27252.8263626791,.4973344813311189
0,0,0,32,18750,3,9,0,0,0,0,0,0,0,0,-2584.852920484817,.1088412744741005
200,200,200,45,26340,5,13,1,1,1,0,0,0,1,200,-1103.919311938988,.4537772046701382
17299,17299,21230,57,43968,2,14,0,1,0,0,0,0,0,17299,27010.52467002342,.3786731200112629
1925,1925,30425,41,36435,6,12,0,1,0,0,0,0,1,1925,2309.754848164243,.4165227902064685
34,-9716,-9716,33,24840,7,12,0,1,1,0,0,0,0,-9716,-5820.647813624585,.2170625913576671
22600,63600,97600,60,57678,2,14,1,1,1,1,1,1,1,57703.80157883788,64737.19708831594,.7031603378039463
0,-5350,2150,29,34923,1,12,0,0,0,0,0,0,0,-5350,757.776316150755,.3129288281598085
0,0,2575,40,19125,2,12,0,0,0,0,0,0,0,0,-1256.839966831684,.1916343477680714
2475,77975,124975,47,77016,2,14,1,1,1,1,1,0,1,72078.80157883788,47364.27286766614,.7099672274577101
100,-9600,38400,34,13509,3,11,0,1,0,0,0,0,1,-9600,-1075.838115897586,.1680749871378388
12530,11030,14380,54,13872,2,16,1,0,0,0,0,0,0,11030,1838.135832673484,.3843261855152867
12000,12200,60000,53,46932,4,1,0,1,0,0,0,1,1,12200,65509.07791480749,.4442250620772863
900,32900,54361,42,16812,1,13,0,0,0,1,1,0,1,27003.80157883788,952.2478641496987,.2313262594731155
650,-5830,7170,42,21156,6,12,0,1,0,1,0,0,1,-11726.19842116212,-586.0724567860682,.2378016316284239
800,-600,4800,30,36066,2,10,0,1,1,0,0,0,1,-600,-1817.186600552912,.3495914087710601
899,599,20599,28,26550,4,12,0,1,0,1,0,0,1,-5297.198421162124,-712.6395754325355,.251173761925631
49,-36,175964,52,17424,3,12,0,1,1,0,0,0,1,-36,700.353530720936,.1975897256351123
330,-5946,-4946,35,18279,3,12,1,0,0,1,1,0,0,-11842.19842116212,-1998.154737186746,.4453308551939284
4400,1900,5250,32,31830,1,14,1,0,0,1,0,1,1,-3996.198421162124,17266.0367232401,.5924330212530967
7125,6325,55325,35,32265,4,12,0,1,1,0,0,0,1,6325,-1804.065509116971,.3409284894172606
11000,20750,109300,54,21948,1,18,1,0,0,0,0,1,0,20750,34136.59012656257,.4108345398405822
2000,5100,10100,28,54300,4,12,0,1,1,1,1,0,1,-796.1984211621239,1553.31047303676,.4337584456487787
10000,29122,29872,55,21216,1,13,1,0,0,1,0,1,0,23225.80157883788,29589.79573549212,.4726906750814587
23000,31402,533402,38,55419,5,13,0,1,1,0,0,1,1,31402,37563.17121710703,.4872489687364356
99,-501,67499,38,60096,4,12,0,1,0,0,0,0,1,-501,20580.70051990608,.5134430159033874
9997,8897,96897,36,44400,5,13,0,1,1,0,0,1,1,8897,18504.5320311128,.4771084247102617
0,0,22000,53,13770,3,3,0,1,0,0,0,0,1,0,2857.663387101048,.1240625384699749
20800,20800,20800,31,14760,2,12,0,1,1,0,0,0,0,20800,-4426.687042364963,.1214307567901877
100,100,3450,38,25683,3,13,0,0,0,0,0,0,1,100,1717.638278979525,.2868894130994221
8500,8300,111300,44,16797,4,13,1,1,1,0,0,0,1,8300,-2653.663287364016,.4666652489193363
230,51315,75091,52,42270,4,12,0,1,0,1,1,0,1,45418.80157883788,16303.71444623394,.4673733488915726
30200,31700,85700,35,51372,3,15,0,1,1,0,0,1,1,31700,21905.30564252304,.4944305329196224
400,0,12500,27,20460,3,12,0,1,1,0,0,0,1,0,-2983.096324573181,.1887596512617235
8000,8000,8000,45,36495,3,12,1,0,0,0,0,0,0,8000,1400.811629394947,.5710332522724568
1549,8849,12849,31,72957,2,16,0,1,1,1,1,0,1,2952.801578837876,10257.34187844519,.6064243805360731
5899,5899,180899,57,38595,2,12,0,1,1,0,0,0,1,5899,4499.029520192246,.420131193690754
82497,96997,134497,62,19350,2,12,0,1,1,0,0,1,1,96997,36547.93033876705,.1228206528942322
1200,-5600,-5600,45,55986,6,13,1,1,1,1,0,0,0,-11496.19842116212,-1887.265864013187,.53967536308977
12000,15000,52000,37,94980,2,15,0,1,1,1,1,0,1,9103.801578837876,22916.4823674708,.6028946951285101
0,4000,4000,29,27000,1,12,1,0,0,1,1,0,0,-1896.198421162124,-768.7209786543579,.5404983788107858
0,0,500,26,10827,2,12,0,0,0,1,0,0,0,-5896.198421162124,-2148.901854914851,.0799417833306051
17588,19328,184708,30,9894,1,17,0,0,0,1,1,1,1,13431.80157883788,14678.58094158915,.1344704255622531
18500,33000,69500,35,47250,4,12,0,1,0,1,1,1,1,27103.80157883788,32021.05747390392,.4521278483638782
31,201,1501,34,16065,3,12,0,0,0,1,1,0,1,-5695.198421162124,-669.5645446438543,.1750025087938771
33199,33199,383199,52,75126,2,13,0,1,1,0,0,0,1,33199,33278.59179937576,.5400718188315318
0,0,800,27,11454,5,10,0,1,0,0,0,0,0,0,-3690.528290364533,.0310576704410147
1800,1500,134500,28,32430,3,12,0,1,0,0,0,0,0,1500,-890.3999465486847,.2721090198869663
7000,18000,35850,52,21435,1,12,1,0,0,0,0,1,1,18000,28036.90041251307,.4726508484680803
12388,19188,37488,45,30090,4,14,0,1,0,1,1,0,1,13291.80157883788,2302.166107531673,.3272441762234842
130,130,21630,42,27000,1,13,1,0,0,0,0,0,1,130,2332.428740410193,.5648499813140129
0,0,200,30,19380,1,10,0,0,0,0,0,0,0,0,-2183.235582133951,.1178222969070321
3000,3000,3000,46,7938,2,12,1,0,0,0,0,0,0,3000,-1340.639527155111,.3174664895624629
800,800,800,62,26034,6,10,0,1,1,0,0,0,0,800,-125.2344739700919,.1102256710750346
1000,1000,1000,34,24465,3,11,0,1,1,0,0,0,0,1000,-4957.606548884075,.2057812841971327
31,31,4791,29,15174,4,12,0,0,0,0,0,0,1,31,-1537.802983951028,.1385282237716986
1599,7320,368320,41,21726,4,12,0,1,1,1,1,1,1,1423.801578837876,18286.62804058615,.2157973123787213
2000,81750,286750,64,69900,2,14,0,1,0,1,1,0,1,75853.80157883788,84514.66097055895,.5164328740191075
8,8,8,50,3684,3,12,0,0,0,0,0,0,0,8,917.7805859736026,.0379362654031615
229,-6586,-6586,48,18537,2,14,0,0,0,0,0,0,0,-6586,-257.8880994710125,.1894892494706405
194,-6,1744,35,16347,4,14,1,1,1,1,1,0,1,-5902.198421162124,-2600.968764291904,.4448364946994394
4999,54719,219244,61,27654,1,14,0,0,0,0,0,1,1,54719,49880.6084901493,.1968076354053205
800,300,300,38,10245,3,7,0,1,0,0,0,0,0,300,-1878.760636787443,.0683864797586013
18500,105151,110151,41,39780,2,12,0,1,1,1,1,1,0,99254.80157883788,22859.73612748727,.3792156430644044
2600,1100,61300,42,38007,5,12,1,1,1,1,0,0,1,-4796.198421162124,-2594.879606976876,.6132910265021725
5049,6049,77049,44,67602,7,16,1,1,1,0,0,1,1,6049,41316.97235768178,.8328762030005787
6005,6005,10255,29,21660,1,14,0,0,0,0,0,0,0,6005,-2148.901854914851,.1757049993523307
0,45000,75000,61,16800,4,12,0,0,0,1,1,0,1,39103.80157883788,7117.013090765307,.1190896137992448
6000,4000,121666,31,100356,1,16,0,0,0,0,0,0,1,4000,27834.48765620462,.6077047935587486
2100,-1700,1450,30,25917,3,12,0,0,0,0,0,0,0,-1700,-1383.511440085026,.2221086893885589
107,-9893,-9893,41,39162,1,16,1,0,0,1,0,0,0,-15789.19842116212,3026.735037097218,.5819245089172924
3200,3300,84300,41,49356,4,17,0,1,1,0,0,1,1,3300,30564.05491737393,.4774756886626114
5600,6100,35775,31,43026,3,15,1,0,0,1,1,0,1,203.8015788378761,8860.912250849869,.6113825975500621
24950,58950,238625,50,45453,3,16,1,0,0,1,1,1,1,53053.80157883788,57506.70321062024,.6525092682836253
500,500,2200,48,10800,2,9,0,0,0,0,0,0,0,500,-478.1914310759053,.0575498632636486
0,0,0,39,10350,4,12,0,0,0,0,0,0,0,0,-2526.695744489722,.1090797144770732
3449,-16351,162649,38,49704,4,12,0,1,1,1,1,0,1,-22247.19842116212,1576.573434682179,.5076768606053135
350,2600,2600,26,14532,3,13,1,1,0,1,1,0,0,-3296.198421162124,-2890.216625269913,.4050700801399074
132259,271859,376859,60,78990,3,17,1,1,1,1,1,1,1,265962.8015788379,81527.79441651872,.690182586066122
0,0,0,27,2649,3,12,0,1,0,0,0,0,0,0,-2550.519193265717,.0277466237999447
300,300,110497,46,21936,6,2,0,1,1,0,0,0,1,300,-1990.173945476731,.2648046180431792
0,0,5140,43,4836,5,11,0,1,0,0,0,0,1,0,-1147.288019720409,.0943498221266814
50,50,17050,36,13821,2,14,0,0,0,0,0,0,1,50,1004.94238722181,.1745981261733579
500,-500,3975,46,35730,1,12,0,0,0,0,0,0,0,-500,3266.400009327502,.2992192685059823
4000,-4200,33800,26,73212,2,12,0,1,1,1,0,0,1,-10096.19842116212,10816.64165086155,.5717060710869698
0,0,0,54,27240,5,16,1,0,0,0,0,0,0,0,5490.566587145677,.482917016063557
0,-5300,69700,54,40320,6,12,1,1,1,0,0,0,1,-5300,1263.812885350367,.589787835674268
505,-15495,-6495,42,17856,5,10,0,1,1,0,0,0,0,-15495,-4945.047356039424,.1566451335615636
200,4200,14000,28,48060,4,15,0,1,1,0,0,1,1,4200,16889.40536133033,.4021403638018813
2499,2499,3889,31,36771,1,14,0,0,0,0,0,0,0,2499,757.776316150755,.3236883498175183
0,-14000,-14000,35,33120,4,10,0,1,1,0,0,0,0,-14000,-4197.71007922403,.2637085289569209
24999,30999,33499,41,39150,1,18,1,0,0,0,0,1,0,30999,31228.53483071514,.5561165700891124
50000,150000,240000,49,96153,3,14,0,1,0,1,1,1,1,144103.8015788379,103759.405731125,.5871370904771169
0,-600,900,32,7680,4,11,1,0,0,0,0,0,0,-600,-3792.788791796187,.1578993689172754
750,-250,6648,46,26172,4,12,0,1,1,0,0,0,0,-250,-2700.126187864415,.2469428765880474
100,100,10025,39,5265,1,14,1,0,0,0,0,0,1,100,665.2449552176143,.2873941096891626
1924,2724,7966,51,34302,2,18,0,0,0,0,0,1,0,2724,34979.91283713766,.3174045719206828
4460,9020,99020,56,46911,4,12,1,1,1,1,0,1,1,3123.801578837876,42414.36083971943,.6308803424509326
1000,0,20000,46,44922,2,12,0,1,1,1,1,0,1,-5896.198421162124,6850.535313895411,.4641516125406074
